timestamp,protocol,experiment,attack_mode,attack_type,rep,asr,asr_l1,asr_l2,asr_histogram,duration,exit_code,NUM_NODES,ATTACKER_RATIO,ATTACKER_ID,FRONT_ATTACKER_ID,BACK_ATTACKER_ID,VICTIM_ID,SPECULATIVE_P_MAX,SLUGGISH_TIMEOUT_MULTIPLIER,SLUGGISH_MULTIPLIER,DAG_STATE_CACHED_ROUNDS,SYNC_TIMEOUT_MS,GC_DEPTH,LATENCY_JITTER,LATENCY_MS,JITTER_MS,HEADER_SIZE,MAX_HEADER_DELAY,BATCH_SIZE,MAX_BATCH_DELAY,NUM_WORKERS,WAVE_LENGTH,NUMBER_OF_LEADERS,SPECULATIVE_STRATEGY,EXCLUSION_PROBABILITY,HYBRID_EXCLUSION,SIMPLE_EXCLUSION_PROB,VICTIM_RATIO,VICTIM_COUNT,ATTACK_TYPE,SANDWICH_METRIC_MODE,ALEPH_ELECTION_LOOKAHEAD,ALEPH_COORD_REQUEST_DELAY_MS,ALEPH_HASH_SORT_SEED,AUTOBAHN_K,AUTOBAHN_FAST_PATH_TIMEOUT,AUTOBAHN_USE_FAST_PATH
2026-03-31T14:52:29.707171,bullshark,simple,speculative,sandwich,2,80.95,,,,5.3597571849823,0,13,,,,,,50,,,,,,,,,,,,,,,,,,,,,,sandwich,triplet,,,,,,
2026-03-31T14:52:39.819585,bullshark,simple,speculative,sandwich,3,82.4,,,,5.103097915649414,0,13,,,,,,50,,,,,,,,,,,,,,,,,,,,,,sandwich,triplet,,,,,,
2026-03-31T14:52:51.055885,bullshark,simple,speculative,sandwich,4,75.19,,,,6.230823993682861,0,13,,,,,,50,,,,,,,,,,,,,,,,,,,,,,sandwich,triplet,,,,,,
2026-03-31T14:53:01.733471,bullshark,simple,speculative,sandwich,5,72.22,,,,5.669553279876709,0,13,,,,,,50,,,,,,,,,,,,,,,,,,,,,,sandwich,triplet,,,,,,
2026-03-31T14:53:25.271199,bullshark,simple,sluggish,sandwich,1,100.0,,,,18.46167230606079,0,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,sandwich,triplet,,,,,,
2026-03-31T14:53:59.996928,bullshark,simple,sluggish,sandwich,2,100.0,,,,29.71789002418518,0,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,sandwich,triplet,,,,,,
2026-03-31T14:54:28.311159,bullshark,simple,sluggish,sandwich,3,0.0,,,,23.306931972503662,0,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,sandwich,triplet,,,,,,
2026-03-31T14:55:04.745692,bullshark,simple,sluggish,sandwich,4,100.0,,,,31.421537160873413,0,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,sandwich,triplet,,,,,,
2026-03-31T14:55:30.757486,bullshark,simple,sluggish,sandwich,5,100.0,,,,21.006109952926636,0,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,sandwich,triplet,,,,,,
2026-03-31T14:56:15.181792,alephbft,simple,fissure,sandwich,1,0.0,,,,38.93259787559509,0,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,sandwich,triplet,,,,,,
2026-03-31T14:57:07.083438,alephbft,simple,fissure,sandwich,2,0.0,,,,46.891565799713135,0,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,sandwich,triplet,,,,,,
2026-03-31T14:57:43.390306,alephbft,simple,fissure,sandwich,3,0.0,,,,31.301589965820312,0,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,sandwich,triplet,,,,,,
2026-03-31T14:58:32.135113,alephbft,simple,fissure,sandwich,4,0.0,,,,43.733640909194946,0,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,sandwich,triplet,,,,,,
2026-03-31T14:59:15.635178,alephbft,simple,fissure,sandwich,5,0.0,,,,38.486485958099365,0,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,sandwich,triplet,,,,,,
2026-03-31T15:00:10.458091,alephbft,simple,speculative,sandwich,1,0.0,,,,49.764527797698975,0,13,,,,,,50,,,,,,,,,,,,,,,,,,,,,,sandwich,triplet,,,,,,
2026-03-31T15:00:57.373081,alephbft,simple,speculative,sandwich,2,0.56,,,,41.90549874305725,0,13,,,,,,50,,,,,,,,,,,,,,,,,,,,,,sandwich,triplet,,,,,,
2026-03-31T15:01:49.262675,alephbft,simple,speculative,sandwich,3,4.7,,,,46.88154482841492,0,13,,,,,,50,,,,,,,,,,,,,,,,,,,,,,sandwich,triplet,,,,,,
2026-03-31T15:02:35.897574,alephbft,simple,speculative,sandwich,4,0.0,,,,41.62495994567871,0,13,,,,,,50,,,,,,,,,,,,,,,,,,,,,,sandwich,triplet,,,,,,
2026-03-31T15:03:25.568440,alephbft,simple,speculative,sandwich,5,0.0,,,,44.66130781173706,0,13,,,,,,50,,,,,,,,,,,,,,,,,,,,,,sandwich,triplet,,,,,,
2026-03-31T15:04:21.543609,alephbft,simple,sluggish,sandwich,1,66.89,,,,50.899460792541504,0,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,sandwich,triplet,,,,,,
2026-03-31T15:04:59.160446,alephbft,simple,sluggish,sandwich,2,63.79,,,,32.608258962631226,0,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,sandwich,triplet,,,,,,
2026-03-31T15:05:52.256690,alephbft,simple,sluggish,sandwich,3,81.88,,,,48.08681893348694,0,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,sandwich,triplet,,,,,,
2026-03-31T15:06:44.904262,alephbft,simple,sluggish,sandwich,4,76.38,,,,47.63983678817749,0,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,sandwich,triplet,,,,,,
2026-03-31T15:07:28.853331,alephbft,simple,sluggish,sandwich,5,78.18,,,,38.9431471824646,0,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,sandwich,triplet,,,,,,
2026-03-31T15:07:36.981426,mysticeti,simple,fissure,sandwich,1,16.08,,,,2.858081102371216,0,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,sandwich,triplet,,,,,,
2026-03-31T15:07:44.552705,mysticeti,simple,fissure,sandwich,2,16.53,,,,2.565523862838745,0,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,sandwich,triplet,,,,,,
2026-03-31T15:07:52.124621,mysticeti,simple,fissure,sandwich,3,16.26,,,,2.566370964050293,0,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,sandwich,triplet,,,,,,
2026-03-31T15:07:59.780192,mysticeti,simple,fissure,sandwich,4,16.17,,,,2.647225856781006,0,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,sandwich,triplet,,,,,,
2026-03-31T15:08:07.325057,mysticeti,simple,fissure,sandwich,5,16.4,,,,2.53825306892395,0,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,sandwich,triplet,,,,,,
2026-03-31T15:08:14.986085,mysticeti,simple,speculative,sandwich,1,19.34,,,,2.5806031227111816,0,13,,,,,,50,,,,,,,,,,,,,,,,,,,,,,sandwich,triplet,,,,,,
2026-03-31T15:08:22.524590,mysticeti,simple,speculative,sandwich,2,16.84,,,,2.5300958156585693,0,13,,,,,,50,,,,,,,,,,,,,,,,,,,,,,sandwich,triplet,,,,,,
2026-03-31T15:08:30.042402,mysticeti,simple,speculative,sandwich,3,16.88,,,,2.508944034576416,0,13,,,,,,50,,,,,,,,,,,,,,,,,,,,,,sandwich,triplet,,,,,,
2026-03-31T15:08:37.689928,mysticeti,simple,speculative,sandwich,4,16.21,,,,2.6410112380981445,0,13,,,,,,50,,,,,,,,,,,,,,,,,,,,,,sandwich,triplet,,,,,,
2026-03-31T15:08:45.331903,mysticeti,simple,speculative,sandwich,5,16.29,,,,2.632978916168213,0,13,,,,,,50,,,,,,,,,,,,,,,,,,,,,,sandwich,triplet,,,,,,
2026-03-31T15:09:03.404530,mysticeti,simple,sluggish,sandwich,1,40.26,,,,12.988455772399902,0,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,sandwich,triplet,,,,,,
2026-03-31T15:09:22.149716,mysticeti,simple,sluggish,sandwich,2,39.15,,,,13.736231088638306,0,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,sandwich,triplet,,,,,,
2026-03-31T15:09:40.378935,mysticeti,simple,sluggish,sandwich,3,38.24,,,,13.221374034881592,0,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,sandwich,triplet,,,,,,
2026-03-31T15:09:57.303826,mysticeti,simple,sluggish,sandwich,4,50.17,,,,11.914562702178955,0,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,sandwich,triplet,,,,,,
2026-03-31T15:10:15.161895,mysticeti,simple,sluggish,sandwich,5,50.76,,,,12.854210138320923,0,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,sandwich,triplet,,,,,,
2026-03-31T15:11:31.371694,autobahn,simple,fissure,sandwich,1,25.0,,,,70.99456286430359,0,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,sandwich,triplet,,,,,,
2026-03-31T15:13:00.916060,autobahn,simple,fissure,sandwich,2,66.75,,,,84.53289794921875,0,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,sandwich,triplet,,,,,,
2026-03-31T15:14:15.106891,autobahn,simple,fissure,sandwich,3,25.57,,,,69.18089866638184,0,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,sandwich,triplet,,,,,,
2026-03-31T15:15:34.369709,autobahn,simple,fissure,sandwich,4,4.67,,,,74.25202989578247,0,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,sandwich,triplet,,,,,,
2026-03-31T15:16:51.773918,autobahn,simple,fissure,sandwich,5,18.15,,,,72.39478802680969,0,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,sandwich,triplet,,,,,,
2026-03-31T15:18:13.302545,autobahn,simple,speculative,sandwich,1,18.55,,,,76.40233588218689,0,13,,,,,,50,,,,,,,,,,,,,,,,,,,,,,sandwich,triplet,,,,,,
2026-03-31T15:19:39.645247,autobahn,simple,speculative,sandwich,2,13.06,,,,81.33415102958679,0,13,,,,,,50,,,,,,,,,,,,,,,,,,,,,,sandwich,triplet,,,,,,
2026-03-31T15:21:02.130684,autobahn,simple,speculative,sandwich,3,15.54,,,,77.4777159690857,0,13,,,,,,50,,,,,,,,,,,,,,,,,,,,,,sandwich,triplet,,,,,,
2026-03-31T15:22:23.741159,autobahn,simple,speculative,sandwich,4,16.78,,,,76.60083603858948,0,13,,,,,,50,,,,,,,,,,,,,,,,,,,,,,sandwich,triplet,,,,,,
2026-03-31T15:23:50.357366,autobahn,simple,speculative,sandwich,5,16.88,,,,81.60902619361877,0,13,,,,,,50,,,,,,,,,,,,,,,,,,,,,,sandwich,triplet,,,,,,
2026-03-31T15:25:12.926960,autobahn,simple,sluggish,sandwich,1,10.0,,,,77.46314430236816,0,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,sandwich,triplet,,,,,,
2026-03-31T15:26:24.119179,autobahn,simple,sluggish,sandwich,2,15.51,,,,66.18516874313354,0,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,sandwich,triplet,,,,,,
2026-03-31T15:27:36.283990,autobahn,simple,sluggish,sandwich,3,17.65,,,,67.15562105178833,0,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,sandwich,triplet,,,,,,
2026-03-31T15:29:02.618115,autobahn,simple,sluggish,sandwich,4,16.69,,,,81.32557487487793,0,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,sandwich,triplet,,,,,,
2026-03-31T15:30:30.155361,autobahn,simple,sluggish,sandwich,5,13.56,,,,82.52824282646179,0,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,sandwich,triplet,,,,,,
